URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://example.org/fhir/eu-ai-transparency/ValueSet/ehds-data-category-vs,0.1.0,active,,EHDSDataCategoryVS,EHDS Data Category Value Set,"Categories of electronic health data that may be documented for secondary-use and AI-development contexts.",,"Internal"
http://example.org/fhir/eu-ai-transparency/ValueSet/ehds-secondary-use-purpose-vs,0.1.0,active,,EHDSSecondaryUsePurposeVS,EHDS Secondary-Use Purpose Value Set,"Purpose categories used to document the secondary use of electronic health data under the EHDS.",,"Internal"
http://example.org/fhir/eu-ai-transparency/ValueSet/ehds-usage-category-vs,0.1.0,active,,EHDSUsageCategoryVS,EHDS Usage Category Value Set,"Categories distinguishing primary and secondary use of electronic health data in the EHDS context.",,"Internal"
http://example.org/fhir/eu-ai-transparency/ValueSet/eu-ai-audit-entity-role-vs,0.1.0,draft,,EUAIAuditEntityRoleValueSet,EU AI Audit Entity Role Value Set,"Roles of entities involved in an AI execution audit event.",,"Internal"
http://example.org/fhir/eu-ai-transparency/ValueSet/eu-ai-case-specific-indication-vs,0.1.0,active,,EUAICaseSpecificIndicationVS,EU AI Case-Specific Indication Value Set,"Clinical purposes for applying an AI system in an individual care context.",,"Internal"
http://example.org/fhir/eu-ai-transparency/ValueSet/eu-ai-clinical-validation-status-vs,0.1.0,active,,EUAIClinicalValidationStatusVS,EU AI Clinical Validation Status Value Set,"Clinical validation statuses applicable to an AI system and its documented intended use.",,"Internal"
http://example.org/fhir/eu-ai-transparency/ValueSet/eu-ai-data-quality-vs,0.1.0,active,,EUAIDataQualityVS,EU AI Data Quality Value Set,"Assessed data-quality characteristics relevant to AI-system development, validation, testing, or evaluation.",,"Internal"
http://example.org/fhir/eu-ai-transparency/ValueSet/eu-ai-human-oversight-action-vs,0.1.0,active,,EUAIHumanOversightActionVS,EU AI Human Oversight Action Value Set,"Human oversight actions that may be documented in relation to an AI-generated output or recommendation.",,"Internal"
http://example.org/fhir/eu-ai-transparency/ValueSet/eu-ai-involvement-vs,0.1.0,active,,EUAIInvolvementVS,EU AI Involvement Value Set,"Codes used to classify how an AI system contributed to the content of a FHIR resource.",,"Internal"
http://example.org/fhir/eu-ai-transparency/ValueSet/eu-ai-performance-metric-vs,0.1.0,active,,EUAIPerformanceMetricVS,EU AI Performance Metric Value Set,"Performance characteristics that may be documented for an AI system.",,"Internal"
http://example.org/fhir/eu-ai-transparency/ValueSet/gdpr-art6-legal-basis-vs,0.1.0,active,,GDPRArt6LegalBasisVS,GDPR Article 6 Legal Basis Value Set,"Legal bases listed in Article 6(1) GDPR for documenting the asserted lawful basis for processing personal data.",,"Internal"
http://example.org/fhir/eu-ai-transparency/ValueSet/gdpr-art9-condition-vs,0.1.0,active,,GDPRArt9ConditionVS,GDPR Article 9 Condition Value Set,"Selected Article 9(2) GDPR conditions relevant to processing health data and other special categories of personal data in this implementation guide.",,"Internal"
